towed_date_	towed_from	towed_by	hour	Minutes	Time	towed_cars_year	towed_make	towed_model	towed_desc	towed_color	towed_misc	towed_agency	towed_reason__FIXED	towed_reason_code	day_of_week_when_towed	Month_when_towed	Year_when_towed
Friday, January 07, 2011	565 COLUMBUS AV	BOS TRANS DEPT	8	23:00:00	8:23:00	4	CADI			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	X94 ST. ALPHONSUS	BOS TRANS DEPT	8	9:00:00	8:09:00	5	PONT			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	100 MILK ST	BOS TRANS DEPT	7	55:00:00	7:55:00	5	CHEV			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	599 COLUMBUS AV	BOS TRANS DEPT	7	48:00:00	7:48:00	10	LEXU			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	E	BOS TRANS DEPT	7	38:00:00	7:38:00	99	SAAB			GRN		POLTOW			Friday	January	2011
Friday, January 07, 2011	733 E.7TH ST.	BOS TRANS DEPT	19	26:00:00	19:26:00	10	NISS			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	GURNEY/TREMONT ST.	BOS TRANS DEPT	19	9:00:00	19:09:00	2	DODG			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	809 HARRISON AV	BOS TRANS DEPT	18	21:00:00	18:21:00	8	HOND			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	437 BOYLSTON ST	BOS TRANS DEPT	18	12:00:00	18:12:00	8	CHEV			CHE		POLTOW			Friday	January	2011
Friday, January 07, 2011	115 NEWBURY ST	BOS TRANS DEPT	18	7:00:00	18:07:00	6	ACUR			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	75 HEWLETT ST	BOS TRANS DEPT	17	27:00:00	17:27:00	2	VW			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	40 HEWLETT ST	BOS TRANS DEPT	17	25:00:00	17:25:00	99	SUBA			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	BERKLEY/NEWBURY ST.	BOS TRANS DEPT	17	21:00:00	17:21:00	2	VW			BLU		POLTOW			Friday	January	2011
Friday, January 07, 2011	58 FRANKLIN ST	BOS TRANS DEPT	17	15:00:00	17:15:00	2	VOLV			BLU		POLTOW			Friday	January	2011
Friday, January 07, 2011	809 HARRISON AV	BOS TRANS DEPT	16	36:00:00	16:36:00	5	MITS			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	70 KNEELAND ST	BOS TRANS DEPT	16	34:00:00	16:34:00	3	LEXS			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	I ST./COLUMBIA RD.	BOS TRANS DEPT	15	37:00:00	15:37:00	9	NISS			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	32 LANCASTER ST	BOS TRANS DEPT	14	54:00:00	14:54:00	11	HYUN			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	32 LANCASTER ST	BOS TRANS DEPT	14	39:00:00	14:39:00	10	CHRY			RED		POLTOW			Friday	January	2011
Friday, January 07, 2011	126 NEWBURY ST	BOS TRANS DEPT	14	29:00:00	14:29:00	4	SUZI			SIL		POLTOW			Friday	January	2011
Friday, January 07, 2011	FR GILDAY /E CONCORD ST	BOS TRANS DEPT	14	22:00:00	14:22:00	10	VW			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	70 FRANKLIN ST	BOS TRANS DEPT	14	20:00:00	14:20:00	2	TOYO			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	793 BOYLSTON ST	BOS TRANS DEPT	14	8:00:00	14:08:00	0	NISS			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	70 FRANKLIN ST	BOS TRANS DEPT	14	0:00:00	14:00:00	4	TOYO			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	MAPLE PL/ JOHNNY CT	BOS TRANS DEPT	13	53:00:00	13:53:00	4	NISS			SIL		POLTOW			Friday	January	2011
Friday, January 07, 2011	162 NEWBURY ST	BOS TRANS DEPT	13	51:00:00	13:51:00	2	VW			BLU		POLTOW			Friday	January	2011
Friday, January 07, 2011	HARRISON AVE/WM MULLINS W	BOS TRANS DEPT	13	27:00:00	13:27:00	8	SUBA			BLU		POLTOW			Friday	January	2011
Friday, January 07, 2011	CAMB/BOWDOIN ST	BOS TRANS DEPT	13	22:00:00	13:22:00	9	TOY			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	HARRISON AVE NEWCOMB ST	BOS TRANS DEPT	13	14:00:00	13:14:00	3	MAZD			BLU		POLTOW			Friday	January	2011
Friday, January 07, 2011	NR 245 NEWBURY	BOS TRANS DEPT	13	7:00:00	13:07:00	5	FORD			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	989 TREMONT ST	BOS TRANS DEPT	13	3:00:00	13:03:00	0	CADI			RED		POLTOW			Friday	January	2011
Friday, January 07, 2011	32 LANCASTER ST	BOS TRANS DEPT	13	1:00:00	13:01:00	4	TOY			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	407 MT VERNON ST	BOS TRANS DEPT	12	44:00:00	12:44:00	2	TOY			WHT		POLTOW			Friday	January	2011
Friday, January 07, 2011	407 MT VERNON ST	BOS TRANS DEPT	12	43:00:00	12:43:00	8	NISS			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	PARKER ST/OPP MCGREEVEY W	BOS TRANS DEPT	12	11:00:00	12:11:00	0	TOY			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	I ST/E 1ST ST	BOS TRANS DEPT	12	9:00:00	12:09:00	4	CHEV			BLK		POLTOW			Friday	January	2011
Friday, January 07, 2011	202 S HUNTINGTON AVE	BOS TRANS DEPT	11	53:00:00	11:53:00	8	TOY			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	NR 812 HUNTINGTON AVE	BOS TRANS DEPT	11	51:00:00	11:51:00	2	VW			GRN		POLTOW			Friday	January	2011
Friday, January 07, 2011	I STREET/ EAST 8TH ST S	BOS TRANS DEPT	11	44:00:00	11:44:00	4	JEEP			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	X135 S. HUNT	BOS TRANS DEPT	11	15:00:00	11:15:00	2	MAZD			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	EAST 1ST ST/ "H" STREET S	BOS TRANS DEPT	11	15:00:00	11:15:00	2	HOND			WHI		POLTOW			Friday	January	2011
Friday, January 07, 2011	EAST 4TH ST/ "H" ST SB	BOS TRANS DEPT	11	13:00:00	11:13:00	4	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	MALCOLM X BLVD/KING ST	BOS TRANS DEPT	10	54:00:00	10:54:00	97	TOY			BRO		POLTOW			Friday	January	2011
Friday, January 07, 2011	156 CANAL ST	BOS TRANS DEPT	10	45:00:00	10:45:00	5	VW			VW		POLTOW			Friday	January	2011
Friday, January 07, 2011	MERRIMAC @ LANCASTER ST	BOS TRANS DEPT	10	44:00:00	10:44:00	2	TOY			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	WILLIAM MULLINS WAY /HARR	BOS TRANS DEPT	10	28:00:00	10:28:00	10	JEEP			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	VALENTI WAY /CANAL ST	BOS TRANS DEPT	10	11:00:00	10:11:00	3	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 07, 2011	99 SALEM ST	BOS TRANS DEPT	10	5:00:00	10:05:00	1	CADI			WHI		POLTOW			Friday	January	2011
Friday, January 07, 2011	NR 42 KENSINGTON PK	BOS TRANS DEPT	10	0:00:00	10:00:00	99	CHRY			BLK		POLTOW			Friday	January	2011
Friday, January 14, 2011	94 ST. ALPHONSUS	BOS TRANS DEPT	8	55:00:00	8:55:00	99	VW			BLU		POLTOW			Friday	January	2011
Friday, January 14, 2011	599 COLUMBUS AV	BOS TRANS DEPT	8	38:00:00	8:38:00	95	TOY			TAN		POLTOW			Friday	January	2011
Friday, January 14, 2011	563 COLUMBUS AV	BOS TRANS DEPT	8	37:00:00	8:37:00	98	INFI			RED		POLTOW			Friday	January	2011
Friday, January 14, 2011	28 LOGAN WAY	BOS TRANS DEPT	8	37:00:00	8:37:00	6	ACUR			WHI		POLTOW			Friday	January	2011
Friday, January 14, 2011	599 COLUMBUS AV	BOS TRANS DEPT	8	1:00:00	8:01:00	5	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	599 COLUMBUS AV	BOS TRANS DEPT	7	59:00:00	7:59:00	97	BUIC			BLU		POLTOW			Friday	January	2011
Friday, January 14, 2011	565 COLUMBUS AV	BOS TRANS DEPT	7	54:00:00	7:54:00	4	ACUR			BLU		POLTOW			Friday	January	2011
Friday, January 14, 2011	111 NEWBURY ST	BOS TRANS DEPT	19	4:00:00	19:04:00	3	AUDI			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	1305 BOYLSTON ST	BOS TRANS DEPT	18	48:00:00	18:48:00	9	MERZ			BLK		POLTOW			Friday	January	2011
Friday, January 14, 2011	LANCASTER/MERRIMAC ST.	BOS TRANS DEPT	17	42:00:00	17:42:00	2	CHEV			BRO		POLTOW			Friday	January	2011
Friday, January 14, 2011	334 MEDFORD ST	BOS TRANS DEPT	17	31:00:00	17:31:00	8	NISS			WHI		POLTOW			Friday	January	2011
Friday, January 14, 2011	146 MEDFORD ST	BOS TRANS DEPT	17	22:00:00	17:22:00	96	NISS			BLK		POLTOW			Friday	January	2011
Friday, January 14, 2011	E. BROADWAY/EMERSON	BOS TRANS DEPT	15	14:00:00	15:14:00	1	VOLK	BEE	2	SIL SIL		POLTOW			Friday	January	2011
Friday, January 14, 2011	29 MYRTLE ST	BOS TRANS DEPT	14	31:00:00	14:31:00	6	TOYT			BLK		POLTOW			Friday	January	2011
Friday, January 14, 2011	OTIS/WINTHROP SQ.	BOS TRANS DEPT	14	27:00:00	14:27:00	5	VOLV			GRN		POLTOW			Friday	January	2011
Friday, January 14, 2011	497 BOYLSTON ST	BOS TRANS DEPT	14	12:00:00	14:12:00	3	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	CAUSEWAY/FRIEND ST	BOS TRANS DEPT	13	35:00:00	13:35:00	5	MERC			TAN		POLTOW			Friday	January	2011
Friday, January 14, 2011	MAIN ST @ ESSEX ST	BOS TRANS DEPT	13	7:00:00	13:07:00	6	SUBA			BLK		POLTOW			Friday	January	2011
Friday, January 14, 2011	345 HARRISON AV	BOS TRANS DEPT	12	10:00:00	12:10:00	1	SUBA			GRN		POLTOW			Friday	January	2011
Friday, January 14, 2011	WORCESTER SQ/ WASH	BOS TRANS DEPT	11	47:00:00	11:47:00	99	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	X320 BROOKS ST E.B.	BOS TRANS DEPT	11	36:00:00	11:36:00	1	DODG			RED		POLTOW			Friday	January	2011
Friday, January 14, 2011	FELLOW ST/ N. HAMPTON	BOS TRANS DEPT	11	1:00:00	11:01:00	5	NISS			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	135 S	BOS TRANS DEPT	10	26:00:00	10:26:00	6	HYUN			BLU		POLTOW			Friday	January	2011
Friday, January 14, 2011	190 HIGH ST	BOS TRANS DEPT	10	20:00:00	10:20:00	8	LEX			GRY		POLTOW			Friday	January	2011
Friday, January 14, 2011	HEATH ST/EUGENE CIR	BOS TRANS DEPT	10	20:00:00	10:20:00	0	TOY			GRN		POLTOW			Friday	January	2011
Friday, January 14, 2011	135 S	BOS TRANS DEPT	10	5:00:00	10:05:00	8	FORD			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	150 CANAL ST	BOS TRANS DEPT	9	58:00:00	9:58:00	6	TOY			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	HOLWORTHY ST/ HOLLUNDER S	BOS TRANS DEPT	9	30:00:00	9:30:00	97	NISS			TAN		POLTOW			Friday	January	2011
Friday, January 21, 2011	100 N WASHINGTON ST	BOS TRANS DEPT	9	24:00:00	9:24:00	6	ACUR			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	X1056 BENNINGTON ST EB	BOS TRANS DEPT	9	14:00:00	9:14:00	96	NISS			TAN		POLTOW			Friday	January	2011
Friday, January 21, 2011	39 HOLLANDER ST	BOS TRANS DEPT	9	0:00:00	9:00:00	0	HOND			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	2 CENTRE PLAZA	BOS TRANS DEPT	8	35:00:00	8:35:00	5	DODG			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	REV	BOS TRANS DEPT	8	9:00:00	8:09:00	95	TOY			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	143 ARLINGTON ST	BOS TRANS DEPT	8	9:00:00	8:09:00	98	AUDI			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	39 HOLLANDER ST	BOS TRANS DEPT	8	0:00:00	8:00:00	99	FORD			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	REV BURKE /PATTERSON WAY	BOS TRANS DEPT	7	59:00:00	7:59:00	4	ACUR			WHI		POLTOW			Friday	January	2011
Friday, January 21, 2011	MEDFORD @ MYSTIC ST	BOS TRANS DEPT	6	57:00:00	6:57:00	5	AUDI			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	OPP 300 MEDFORD ST	BOS TRANS DEPT	6	50:00:00	6:50:00	11	JEEP			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	232 OLD COLONY AV	BOS TRANS DEPT	6	23:00:00	6:23:00	98	ACUR			WHI		POLTOW			Friday	January	2011
Friday, January 21, 2011	MEDFORD ST @ COOK ST	BOS TRANS DEPT	6	22:00:00	6:22:00	4	CHEV			BRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	210 OLD COLONY AVE	BOS TRANS DEPT	6	22:00:00	6:22:00	95	FORD			BK		POLTOW			Friday	January	2011
Friday, January 21, 2011	232 OLD COLONY AVE	BOS TRANS DEPT	6	14:00:00	6:14:00	6	FORD			TAN		POLTOW			Friday	January	2011
Friday, January 21, 2011	220 OLD COLONY	BOS TRANS DEPT	6	10:00:00	6:10:00	10	MAZD		4	WHI WHI		POLTOW			Friday	January	2011
Friday, January 21, 2011	696 BENNINGTON ST	BOS TRANS DEPT	6	8:00:00	6:08:00	5	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	210 OLD COLONY AVE	BOS TRANS DEPT	5	58:00:00	5:58:00	10	TOYO			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	OLD COLONY AT D ST	BOS TRANS DEPT	5	51:00:00	5:51:00	0	BUIC			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	OPP 300 MEDFORD ST	BOS TRANS DEPT	5	44:00:00	5:44:00	99	VW			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	MEDFORD @ MYSTIC	BOS TRANS DEPT	5	44:00:00	5:44:00	5	SUBA			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	175 OLD COLONY AV	BOS TRANS DEPT	5	36:00:00	5:36:00	6	JEEP			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	OLD COLONY NR E ST	BOS TRANS DEPT	5	35:00:00	5:35:00	98	FORD			RED		POLTOW			Friday	January	2011
Friday, January 21, 2011	MONUMENT/MEDFORD ST	BOS TRANS DEPT	5	35:00:00	5:35:00	10	INFI			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	958 BENNINGTON ST	BOS TRANS DEPT	5	23:00:00	5:23:00	6	TOYO			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	MEDFORD NR MONUMENT	BOS TRANS DEPT	5	23:00:00	5:23:00	2	SATU			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	755 BENNINGTON ST	BOS TRANS DEPT	5	11:00:00	5:11:00	96	HOND			BRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	318 BENNINGTON ST	BOS TRANS DEPT	5	8:00:00	5:08:00	0	CHEV			TAN		POLTOW			Friday	January	2011
Friday, January 21, 2011	138 MEDFORD ST	BOS TRANS DEPT	5	5:00:00	5:05:00	9	TOYO			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	DORCHESTER ST ON OLD COLO	BOS TRANS DEPT	4	52:00:00	4:52:00	3	FORD			BRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	OPP 210 OLD COLONY AVE	BOS TRANS DEPT	4	32:00:00	4:32:00	97	PONT			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	159 OLD COLONY AVE	BOS TRANS DEPT	4	22:00:00	4:22:00	5	CHEV			WTE		POLTOW			Friday	January	2011
Friday, January 21, 2011	OLD COLONY AVER NR DOT AV	BOS TRANS DEPT	4	13:00:00	4:13:00	10	HOND			WTE		POLTOW			Friday	January	2011
Friday, January 21, 2011	NR DAMRELL/OLD COLONY AVE	BOS TRANS DEPT	4	13:00:00	4:13:00	4	KIA			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	152 OLD COLONY AVE	BOS TRANS DEPT	4	1:00:00	4:01:00	9	FORD			WTE		POLTOW			Friday	January	2011
Friday, January 21, 2011	OPP 74 MEDFORD ST	BOS TRANS DEPT	3	58:00:00	3:58:00	8	TOYO			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	13 MAIN ST	BOS TRANS DEPT	3	43:00:00	3:43:00	10	LROV			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	64 BENNINGTON ST	BOS TRANS DEPT	3	42:00:00	3:42:00	98	HOND			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	OLD COLONY NR DORCHESTER	BOS TRANS DEPT	3	39:00:00	3:39:00	2	CHEV			BRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	84 BENNINGTON ST	BOS TRANS DEPT	3	38:00:00	3:38:00	6	MERC			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	338 W BROADWAY	BOS TRANS DEPT	3	37:00:00	3:37:00	98	OLDS			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	349 W BROADWAY ST	BOS TRANS DEPT	3	30:00:00	3:30:00	95	BUIC			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	138 MEDFORD ST	BOS TRANS DEPT	3	28:00:00	3:28:00	5	TOYO			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	156 BENNINGTON ST	BOS TRANS DEPT	3	20:00:00	3:20:00	98	ISUZ			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	368 W BROADWAY ST	BOS TRANS DEPT	3	10:00:00	3:10:00	98	TOYO			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	182 BENNINGTON ST	BOS TRANS DEPT	3	10:00:00	3:10:00	3	MAZD			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	169 W BROADWAY ST	BOS TRANS DEPT	3	5:00:00	3:05:00	5	MERC			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	228 BENNINGTON ST	BOS TRANS DEPT	3	3:00:00	3:03:00	94	TOYO			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	MEDFORD/LANDING WAY	BOS TRANS DEPT	2	55:00:00	2:55:00	8	HOND			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	463 W.BROADWAY ST.	BOS TRANS DEPT	2	53:00:00	2:53:00	4	HYUN			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	5 MAIN ST	BOS TRANS DEPT	2	53:00:00	2:53:00	1	AUDI			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	239 BENNINGTON ST	BOS TRANS DEPT	2	51:00:00	2:51:00	97	TOYT			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	434 MAIN ST	BOS TRANS DEPT	2	51:00:00	2:51:00	6	CHRY			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	21 MAIN ST	BOS TRANS DEPT	2	44:00:00	2:44:00	99	TOYT			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	247 BENNINGTON ST	BOS TRANS DEPT	2	39:00:00	2:39:00	96	HOND			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	394 W.BROADWAY ST.	BOS TRANS DEPT	2	33:00:00	2:33:00	11	JEEP			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	501 E.BROADWAY ST.	BOS TRANS DEPT	2	29:00:00	2:29:00	8	VOLV			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	75 MERIDIAN ST	BOS TRANS DEPT	2	26:00:00	2:26:00	95	FORD			WHT		POLTOW			Friday	January	2011
Friday, January 21, 2011	185 BENNINGTON ST	BOS TRANS DEPT	2	23:00:00	2:23:00	98	HOND			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	A/BROADWAY ST.	BOS TRANS DEPT	2	14:00:00	2:14:00	1	VW			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	125 MAIN ST	BOS TRANS DEPT	2	7:00:00	2:07:00	6	SAAB			WHT		POLTOW			Friday	January	2011
Friday, January 21, 2011	230 MAIN ST	BOS TRANS DEPT	2	6:00:00	2:06:00	2	FORD			WHT		POLTOW			Friday	January	2011
Friday, January 21, 2011	MAIN ST./THOMPSON SQ.	BOS TRANS DEPT	2	3:00:00	2:03:00	10	TOYT			WHT		POLTOW			Friday	January	2011
Friday, January 21, 2011	48 W.BROADWAY ST.	BOS TRANS DEPT	2	3:00:00	2:03:00	5	CHEV			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	249 MERIDIAN ST	BOS TRANS DEPT	2	2:00:00	2:02:00	3	TOYT			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	120 BOYLSTON ST	BOS TRANS DEPT	17	19:00:00	17:19:00	7	HYUN			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	X 500 BOYLSTON ST	BOS TRANS DEPT	17	12:00:00	17:12:00	9	BMW			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	111 NEWBURY ST	BOS TRANS DEPT	16	53:00:00	16:53:00	7	LEXU			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	52 KNEELAND ST	BOS TRANS DEPT	16	46:00:00	16:46:00	3	MERZ			SIL		POLTOW			Friday	January	2011
Friday, January 21, 2011	111 NEWBURY ST	BOS TRANS DEPT	16	39:00:00	16:39:00	3	HYUN			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	315 CAMBRIDGE ST	BOS TRANS DEPT	12	45:00:00	12:45:00	99	HOND			WHT		POLTOW			Friday	January	2011
Friday, January 21, 2011	M ST /EAST FIRST	BOS TRANS DEPT	11	55:00:00	11:55:00	6	TOYO			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	150 CANAL ST	BOS TRANS DEPT	11	0:00:00	11:00:00	8	KIA			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	DORCHESTER AVE /SUMMER ST	BOS TRANS DEPT	10	28:00:00	10:28:00	4	FORD			RED		POLTOW			Friday	January	2011
Friday, January 21, 2011	50 W.BROADWAY ST. X	BOS TRANS DEPT	1	53:00:00	1:53:00	10	MAZD			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	226 MAIN ST	BOS TRANS DEPT	1	51:00:00	1:51:00	4	KIA			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	257 MERIDIAN ST	BOS TRANS DEPT	1	46:00:00	1:46:00	2	CHRY			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	316 MERIDIAN ST	BOS TRANS DEPT	1	42:00:00	1:42:00	98	HOND			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	148 DORCHESTER AV	BOS TRANS DEPT	1	39:00:00	1:39:00	4	SAAB			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	510 DORCHESTER AV	BOS TRANS DEPT	1	32:00:00	1:32:00	3	FORD			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	211 MAIN ST	BOS TRANS DEPT	1	29:00:00	1:29:00	6	TOYT			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	612 DORCHESTER AV	BOS TRANS DEPT	1	25:00:00	1:25:00	98	HOND			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	414 MERIDIAN ST	BOS TRANS DEPT	1	20:00:00	1:20:00	96	STRN			GRN		POLTOW			Friday	January	2011
Friday, January 21, 2011	259 MAIN ST	BOS TRANS DEPT	1	18:00:00	1:18:00	0	PORS			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	290 MERIDIAN ST	BOS TRANS DEPT	1	16:00:00	1:16:00	3	JEEP			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	360 MAIN ST	BOS TRANS DEPT	1	12:00:00	1:12:00	7	HOND			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	418 MERIDIAN ST	BOS TRANS DEPT	1	7:00:00	1:07:00	10	DODG			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	359 MERIDIAN ST	BOS TRANS DEPT	0	58:00:00	0:58:00	2	VW			RED		POLTOW			Friday	January	2011
Friday, January 21, 2011	224 MAIN ST	BOS TRANS DEPT	0	54:00:00	0:54:00	8	HOND			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	322 BUNKER HILL ST	BOS TRANS DEPT	0	52:00:00	0:52:00	8	FORD			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	26 BOSTON ST.	BOS TRANS DEPT	0	47:00:00	0:47:00	2	VW			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	26 BOSTON ST.	BOS TRANS DEPT	0	45:00:00	0:45:00	1	MAZD			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	284 BUNKER HILL ST	BOS TRANS DEPT	0	22:00:00	0:22:00	10	GMC			BLK		POLTOW			Friday	January	2011
Friday, January 21, 2011	58 L ST	BOS TRANS DEPT	0	16:00:00	0:16:00	10	FORD			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	925 E.BROADWAY ST.	BOS TRANS DEPT	0	14:00:00	0:14:00	6	JEEP			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	402 MAIN ST	BOS TRANS DEPT	0	12:00:00	0:12:00	8	NISS			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	424 MERIDIAN ST	BOS TRANS DEPT	0	11:00:00	0:11:00	10	TOYT			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	850 E.BROADWAY ST. X	BOS TRANS DEPT	0	9:00:00	0:09:00	6	JEEP			GRY		POLTOW			Friday	January	2011
Friday, January 21, 2011	429 MERIDIAN ST	BOS TRANS DEPT	0	2:00:00	0:02:00	2	FORD			BLU		POLTOW			Friday	January	2011
Friday, January 21, 2011	51 CHELSEA TR	BOS TRANS DEPT	0	1:00:00	0:01:00	97	LNDR			WHT		POLTOW			Friday	January	2011
Friday, January 28, 2011	86 PARKER HILL AVE	BOS TRANS DEPT	12	38:00:00	12:38:00	99	HOND			GRN		POLTOW			Friday	January	2011
Friday, January 28, 2011	89 GREEN ST/BUNKERHILL ST	BOS TRANS DEPT	10	34:00:00	10:34:00	2	TOYO			WHI		POLTOW			Friday	January	2011
Friday, July 02, 2010	328 COMMERCIAL ST	BOS TRANS DEPT	9	54:00:00	9:54:00	8	MERZ			BLK		POLTOW			Friday	July	2010
Friday, July 02, 2010	57 DWIGHT ST	BOS TRANS DEPT	9	44:00:00	9:44:00	9	NISS			GRY		POLTOW			Friday	July	2010
Friday, July 02, 2010	57 DWIGHT ST	BOS TRANS DEPT	9	41:00:00	9:41:00	3	SATN			BLU		POLTOW			Friday	July	2010
Friday, July 02, 2010	NEW CHARDON ST/ BULFINCH	BOS TRANS DEPT	9	24:00:00	9:24:00	0	TOY			GRY		POLTOW			Friday	July	2010
